0,104,101,108,111
0,128513
0,129315
0,128293
0,128077
0,129313
0,128051
0,10084
0,128078
0,129396
0,128591
0,128076
0,128079
0,129324
0,128405
0,128586
0,128545
0,128169
0,129320
0,129393
0,127820
0,129326
0,128546
0,129327
0,129299
0,127875
0,128175
0,128511
0,129300
0,128552
0,129321
0,128584
0,128138
0,127789
0,129335,8205,9792
0,128148
0,129322
0,129335,8205,9794
0,128123
0,128528
0,128561
0,127378
0,127770
0,129392
0,129309
0,127942
0,127870
0,127881
0,128064
0,128557
0,128330
0,9997
0,10084,8205,128293
0,129761
0,129412
0,128520
0,128133
0,9889
0,128585
0,129303
0,127877
0,128564
0,128525
0,128152
0,129335
0,128126
0,127876
0,128139
0,128536
0,9731
0,127827
0,128104,8205,128187
0,128526
0,128519
1,5224321781321442532
1,6025888126159818410
1,5906674058954542595
1,5289788069438830697
1,5780483246873644520
1,5316848390628187649
1,5217773442253725555
1,5389066242780836558
1,5890810395383303845
1,5433865109615157866
1,4956681989487854366
1,5321182807198810418
1,5388929052935462187
1,5870472316487470783
1,5215628200578655810
1,5388655944555050792
1,5388880957891685956
1,5348225214079573979
1,5415841262177626085
1,5213323619911868787
1,5900146228355665196
1,5291837984314768595
1,5001582440888664966
1,4956265944595825249
1,5305638130848643071
1,5983520107735813551
1,5442646127302163318
1,5199569914859367436
1,5389118439518384878
1,5415803084213329506
1,5323525209347595701
1,5307507992105596296
1,5386587088873331829
1,5321467138328773612
1,5438498047887681542
1,4994907103932973794
1,5433712380578111386
1,5819034529725158253
1,5859466557280750849
1,5870665508411412316
1,5818880074111258682
1,5906554469885152434
1,5926902289766813491
1,5289540211171146031
1,5215400223714585312
1,5404851570443558493
1,5316599188035740602
1,5215703418340908982
1,4956422676542390997
1,5321465600730473900
1,5899719098153045833
1,5926800739560066744
1,5389069197718335840
1,5337241874602140493
1,5870666818376437676
1,5375452661036358740
1,5388569280704951127
1,5911471936856134692
1,5415702959935728242
1,5413540173319252668
1,5213205860498549992
1,5287624037281832921
1,5388755746710106836
1,5208891767713179841
1,5389048448731328224
1,5215203703190989803
1,5258316198361182423
1,5913488286562651310
1,5262802278816947734
1,5291920404737177548
1,4956773674154721924
1,5215218645382211332
1,5323561282777915614
1,5328118977518388831
1,4996840629490156106
1,5978975242062663040
1,5217822164362739968
1,5287658989725687830
1,5913573356979884082
1,5213406375341731253
1,4951882475203724126
1,5386568779427757100
1,5276032951342088188
1,5424972470023104089
1,5336842597262434229
1,5244837092042750681
1,5388976976180557359
1,5307819226910700816
1,5458713707330674226
1,4954340012540822163
1,5354891385575057901
1,5980805254613044309
1,5402420795047682938
1,4954510488382734939
1,5388719961042596338
1,5325583469344989152
1,5221988780856057013
1,5204204867471547076
1,5785038454828043276
1,4954287528040465234
1,5906555401893056251
1,5213371882459378236
1,5213134259098761044
1,5434095036394387314
1,5389097849445167453
1,5341498088408234504
1,5287441282128422017
1,5307862120749087360
1,5848328315512818871
1,5215519585150706301
1,5409249913307408448
1,5402387642195128408
1,5433888117754962774
1,5244747451780310694
1,5212999869572062406
1,5388767467675852523
1,5927010170755353607
1,5217449524410199951
1,5461117441612462242
1,5960963566562446081
1,5402490124409774770
1,5213068975595854508
1,5212988801441344587
1,5413341178894493509
1,5224607267797606837
1,5391075806439027081
1,5818727130325847330
1,5215203655946346044
1,5395444514028529554
1,5210956306952758910
1,5318857679408471793
1,5215561710189947188
1,5316681209026191987
1,5319194988960029492
1,5215578413317758112
1,5334788464728612728
1,5222368327116004404
1,5397843360637526291
1,5334541821936676295
1,5289640099225547817
1,5458681954637458966
1,5440660757194744323
1,5780596797219016124
1,6323257307954153312
1,5947073732521495380
1,5269324659102335906
1,5364163661621369804
1,5872993827362444979
1,5872927775060398288
1,5873165857982517548
1,4981358371899704958
1,5870488143441956958
1,6037314023362400195
1,5030544895719244419
1,5033213139856917123
1,6012723707800194704
1,6039544704821891299
1,5332299462461107995
1,6224168400935980512
1,6012717905299380422
1,6012590215921668930
1,5301224360462262259
1,5224374154152653367
0,128514
1,5449405314904369668
1,5422542669584800702
1,5427118703835625983
1,5463274047771000031
1,5463186335948878489
1,5226970672336484099
1,5462957817918926146
1,5406703143729769590
1,5449875686837726134
1,5267341200255363810
1,5237795059369257857
1,5316996360841474316
1,5411128690916467494
1,5219863085577155639
1,5220044835708220864
1,5350733466390506878
1,5372952487558912793
1,4954485422953595750
1,5416015487525988007
1,5929259793020619625
1,5474224174266330044
1,5456309534962234647
1,5818960591863157150
